state,collection_date,ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total ICU Beds,Total LL,Total UL,Deaths,Negative tests,Positive Tests,Total Tests,
OR,2020-08-25,468,459,477,76.8,73.26,80.33,610,607,612,420,498182,25155,802440,
PA,2020-08-25,3400,3393,3406,75.91,75.38,76.44,4478,4468,4489,7605,1445170,130035,1575205,
RI,2020-08-25,222,222,222,88.45,88.45,88.45,251,251,251,1039,236417,21372,479383,
SC,2020-08-25,1125,1125,1125,76.74,76.74,76.74,1466,1466,1466,2529,792619,113488,906107,
SD,2020-08-25,153,153,153,52.94,52.94,52.94,289,289,289,161,126174,11559,137733,
TN,2020-08-25,2076,2075,2077,70.4,70.26,70.53,2949,2949,2949,1628,1929195,145417,2074612,
TX,2020-08-25,6334,6302,6365,80.32,79.03,81.61,7886,7845,7926,11576,4692198,586730,5278928,
UT,2020-08-25,547,546,548,54.1,53.55,54.66,1011,1008,1014,397,585366,49767,787329,
VA,2020-08-25,1408,1369,1447,64.6,58.19,71.02,2179,2128,2230,2494,1380379,114635,1495014,
VT,2020-08-25,38,35,41,66.67,49.32,84.01,57,53,61,58,119348,1570,164034,
WA,2020-08-25,1037,1018,1056,88.78,83.15,94.42,1168,1141,1195,1867,1306766,73284,1380050,
WI,2020-08-25,1000,989,1011,51.02,49.46,52.59,1960,1957,1963,1102,1128971,76306,1639656,
WV,2020-08-25,564,561,567,72.22,71.07,73.36,781,778,784,187,394175,9395,403570,
WY,2020-08-25,57,57,57,47.9,47.49,48.3,119,119,119,37,66894,3634,114568,
AK,2020-08-26,136,136,136,52.31,51.97,52.64,260,259,261,37,329890,4914,334804,
AL,2020-08-26,1632,1612,1652,85.89,82.74,89.05,1900,1878,1922,2045,824431,119254,936557,
AR,2020-08-26,1016,1000,1032,66.36,62.66,70.06,1531,1506,1556,732,625250,58023,683273,
AZ,2020-08-26,1297,1286,1308,64.4,62.71,66.09,2014,2001,2027,4896,967451,199459,1693858,
CA,2020-08-26,6254,6232,6276,68.91,68.03,69.79,9076,9040,9112,12407,10153658,679099,10832757,
CO,2020-08-26,777,736,818,57.01,46.71,67.31,1363,1306,1420,1927,630110,55993,962754,
CT,2020-08-26,623,623,623,47.7,47.7,47.7,1306,1306,1306,4463,1045815,52220,1098035,
DC,2020-08-26,410,405,415,73.48,70.84,76.11,558,552,564,605,260026,13722,273748,
DE,2020-08-26,195,195,195,74.14,74.14,74.14,263,263,263,604,210109,16986,325421,
FL,2020-08-26,5355,5354,5356,75.71,75.66,75.76,7073,7072,7074,10872,3884096,602113,6099975,
GA,2020-08-26,2010,2000,2020,72.98,71.79,74.18,2754,2741,2767,5311,1988311,260590,2248901,
HI,2020-08-26,196,194,198,65.77,63.08,68.46,298,294,302,49,176173,6984,233739,
IA,2020-08-26,661,655,667,65.45,62.79,68.1,1010,996,1024,1067,535573,58235,593808,
ID,2020-08-26,260,260,260,53.17,53.17,53.17,489,489,489,326,214387,30475,242719,
IL,2020-08-26,2657,2652,2662,55.17,54.77,55.57,4816,4808,4824,8163,3605785,227044,3832829,
IN,2020-08-26,1762,1752,1772,63.82,62.26,65.38,2761,2745,2777,3259,933178,89359,1453258,
KS,2020-08-26,695,685,705,63.47,60.37,66.57,1095,1081,1109,437,355160,39937,395097,
KY,2020-08-26,1376,1376,1376,77.92,77.31,78.52,1766,1760,1772,902,734496,45230,779726,
LA,2020-08-26,1600,1600,1600,66.17,66.16,66.18,2418,2418,2418,4851,1663207,145661,1808868,
MA,2020-08-26,1238,1238,1238,53.09,53.09,53.09,2332,2332,2332,8987,1507411,126756,2194342,
MD,2020-08-26,1117,1064,1170,69.34,58.86,79.81,1611,1545,1677,3717,1157685,105486,1819950,
ME,2020-08-26,258,253,263,67.72,64.09,71.35,381,376,386,132,237607,4389,241996,
MI,2020-08-26,2476,2475,2477,75.33,75.16,75.5,3287,3284,3290,6690,2510872,109480,2620352,
MN,2020-08-26,1064,1064,1064,71.51,71.48,71.53,1488,1488,1488,1842,1007811,71236,1406007,
MO,2020-08-26,1645,1580,1710,60.06,51.47,68.65,2739,2634,2844,1449,854078,78062,1230039,
MS,2020-08-26,732,726,738,72.48,70.57,74.38,1010,1003,1017,2373,471680,80110,551790,
MT,2020-08-26,138,136,140,64.49,54.8,74.17,214,202,226,98,231475,6785,238260,
NC,2020-08-26,1557,1488,1626,75.04,64.4,85.68,2075,1988,2162,2606,1962016,158985,2121001,
ND,2020-08-26,194,189,199,39.11,34.72,43.51,496,483,509,142,184651,10444,429052,
NE,2020-08-26,515,503,527,59.06,54.25,63.87,872,854,890,383,312412,32348,451233,
NH,2020-08-26,181,181,181,51.86,51.29,52.43,349,348,350,430,194676,7159,310869,
NJ,2020-08-26,1278,1219,1337,53.36,44.76,61.96,2395,2309,2481,15915,2531278,193567,2724845,
NM,2020-08-26,310,302,318,58.05,51.03,65.07,534,518,550,755,709488,24732,734220,
NV,2020-08-26,836,786,886,73.4,58.68,88.12,1139,1069,1209,1250,514489,66666,807391,
NY,2020-08-26,4822,4725,4919,60.07,56.1,64.05,8027,7900,8154,25305,7390294,431340,7821634,
OH,2020-08-26,3001,3001,3001,63.69,63.69,63.69,4712,4712,4712,4044,2028924,117584,2146508,
OK,2020-08-26,1203,1180,1226,63.42,58.25,68.58,1897,1847,1947,763,782546,54838,837384,
OR,2020-08-26,477,467,487,75.24,68.59,81.88,634,614,654,428,502618,25391,810114,
PA,2020-08-26,3438,3432,3444,76.6,76.08,77.13,4488,4477,4499,7624,1457642,130536,1588178,
RI,2020-08-26,220,220,220,89.43,89.43,89.43,246,246,246,1041,238176,21454,485026,
SC,2020-08-26,1109,1109,1109,75.91,75.91,75.91,1461,1461,1461,2573,795986,114093,910079,
SD,2020-08-26,150,143,157,52.26,44.09,60.44,287,277,297,162,126194,11851,138045,
TN,2020-08-26,2086,1975,2197,70.71,58.69,82.73,2950,2809,3091,1648,1954768,147353,2102121,
TX,2020-08-26,7085,6973,7197,75.73,72.05,79.42,9355,9223,9487,11805,4733894,592137,5326031,
UT,2020-08-26,554,554,554,54.8,54.8,54.8,1011,1011,1011,401,589254,50174,793302,
VA,2020-08-26,1430,1391,1469,66.64,60.13,73.14,2146,2095,2197,2515,1387063,115458,1502521,
VT,2020-08-26,36,33,39,63.16,45.6,80.71,57,53,61,58,119971,1574,165571,
WA,2020-08-26,1063,1056,1070,90.62,87.98,93.26,1173,1158,1188,1876,1306188,73916,1380104,
WI,2020-08-26,1014,1011,1017,51.76,51.09,52.43,1959,1952,1966,1108,1138581,77092,1657496,
WV,2020-08-26,567,564,570,70.09,68.97,71.2,809,806,812,190,400065,9540,409605,
WY,2020-08-26,51,51,51,45.54,44.06,47.02,112,111,113,37,66894,3684,115848,
AK,2020-08-27,136,136,136,52.73,52.73,52.73,256,254,258,37,331222,4998,336220,
AL,2020-08-27,1760,1759,1762,83.12,83.12,83.12,2118,2118,2118,2076,835786,121023,948580,
AR,2020-08-27,897,838,956,67.8,51.72,83.88,1323,1226,1420,739,631283,58745,690028,
AZ,2020-08-27,1276,1276,1276,56.82,56.66,56.97,2017,2015,2019,4929,974789,200139,1714771,
CA,2020-08-27,6531,6513,6549,70.31,69.49,71.14,9288,9251,9326,12550,10234886,683529,10918415,
CO,2020-08-27,925,864,987,53.45,39.93,66.98,1731,1620,1842,1931,634968,56343,972990,
CT,2020-08-27,627,627,627,48.01,48.01,48.01,1306,1306,1306,4465,1061146,52350,1113496,
DC,2020-08-27,419,419,419,74.69,74.69,74.69,561,561,561,605,262910,13794,276704,
DE,2020-08-27,199,199,199,75.38,75.38,75.38,264,264,264,604,211083,16976,328706,
FL,2020-08-27,5444,5432,5456,77.85,77.31,78.4,6992,6977,7008,11011,3905373,605342,6150627,
GA,2020-08-27,2430,2317,2542,78.79,67.27,90.31,3158,3011,3306,5393,2005763,263074,2268837,
HI,2020-08-27,181,181,181,61.77,59.71,63.84,293,289,297,51,178415,7260,237803,
IA,2020-08-27,608,608,608,65.24,65.24,65.24,932,913,951,1083,541857,59786,601643,
ID,2020-08-27,261,261,261,53.59,53.59,53.59,487,487,487,337,215891,30780,244447,
IL,2020-08-27,2632,2619,2645,54.88,54.16,55.59,4778,4761,4795,8186,3648588,228751,3877339,
IN,2020-08-27,1731,1709,1753,62.27,59.84,64.69,2780,2755,2805,3266,944242,90504,1475272,
KS,2020-08-27,621,613,629,62.92,60.13,65.7,987,975,999,437,355160,39937,395097,
KY,2020-08-27,1418,1400,1435,81,78.76,83.24,1750,1747,1753,910,743098,45978,789076,
LA,2020-08-27,1635,1631,1639,66.23,65.75,66.72,2469,2465,2473,4874,1672566,146338,1818904,
MA,2020-08-27,1229,1229,1229,53.02,53.02,53.02,2318,2318,2318,9007,1532386,127124,2246626,
MD,2020-08-27,1133,1133,1133,71.57,71.57,71.57,1583,1583,1583,3722,1169019,106063,1841425,
ME,2020-08-27,272,270,274,71.77,69.71,73.83,379,376,382,132,241513,4414,245927,
MI,2020-08-27,2432,2383,2480,75.44,70.98,79.91,3223,3169,3277,6706,2540488,110343,2650831,
MN,2020-08-27,1085,1085,1085,73.61,73.42,73.79,1474,1472,1476,1855,1021100,72390,1427347,
MO,2020-08-27,1810,1808,1812,65.7,65.41,65.99,2755,2751,2759,1450,863449,79574,1243050,
MS,2020-08-27,719,712,726,72.04,70.02,74.06,998,991,1005,2399,475943,80695,556638,
MT,2020-08-27,137,137,137,49.84,47.2,52.48,235,230,240,98,233730,6929,240659,
NC,2020-08-27,1928,1927,1930,75.13,75.13,75.13,2567,2567,2567,2630,1991649,161076,2152725,
ND,2020-08-27,154,154,154,44.38,44.38,44.38,347,347,347,143,185759,10776,435666,
NE,2020-08-27,563,557,569,70.05,67.75,72.35,804,796,812,386,315848,32727,456951,
NH,2020-08-27,177,177,177,50.72,50.72,50.72,349,349,349,431,196823,7194,315112,
NJ,2020-08-27,1328,1294,1363,80.64,66.69,94.59,1648,1481,1814,15922,2558223,193927,2752150,
NM,2020-08-27,308,286,329,56.45,41.72,71.19,545,506,584,764,715446,24920,740366,
NV,2020-08-27,827,826,828,75.39,75.39,75.39,1097,1097,1097,1271,517012,67220,813890,
NY,2020-08-27,4828,4606,5051,59.75,50.14,69.37,8079,7739,8419,25309,7472940,432131,7905071,
OH,2020-08-27,2908,2902,2913,66.69,65.75,67.62,4360,4337,4383,4076,2053735,118828,2172563,
OK,2020-08-27,857,851,863,65.27,63.95,66.59,1313,1304,1322,778,790299,55550,845849,
OR,2020-08-27,572,539,606,64.57,47.33,81.81,832,754,911,433,507167,25571,818032,
PA,2020-08-27,3481,3473,3489,76.43,75.8,77.06,4514,4501,4527,7635,1471765,131156,1602921,
RI,2020-08-27,213,213,213,88.38,88.38,88.38,241,241,241,1044,241824,21589,495575,
SC,2020-08-27,1111,1111,1111,75.53,75.53,75.53,1471,1471,1471,2628,803421,114598,918019,
SD,2020-08-27,147,147,147,51.04,49.43,52.66,288,285,291,162,129089,12194,141283,
TN,2020-08-27,2082,2081,2083,71.99,71.99,71.99,2949,2949,2949,1673,1979050,149179,2128229,
TX,2020-08-27,6249,6181,6317,81.23,80.25,82.21,7694,7603,7785,12070,4771484,597737,5369221,
UT,2020-08-27,564,564,564,55.57,55.57,55.57,1015,1015,1015,403,593326,50557,800071,
VA,2020-08-27,1442,1337,1546,70.22,54.05,86.4,2061,1927,2195,2515,1387063,115458,1502521,
VT,2020-08-27,40,-19,98,72.06,56.72,87.4,55,-21,132,58,121869,1585,169043,
WA,2020-08-27,1138,1129,1148,67.35,64.56,70.15,1187,1173,1201,1880,1316784,74525,1391309,
WI,2020-08-27,1031,1025,1038,52.92,51.58,54.26,1949,1936,1962,1119,1148494,78004,1675074,
WV,2020-08-27,574,574,574,72.02,72.02,72.02,797,797,797,199,404176,9633,413809,
WY,2020-08-27,54,49,59,48.69,32.01,65.36,110,102,118,37,70810,3722,117110,
AK,2020-08-28,129,129,129,49.61,49.61,49.61,258,256,260,37,334424,5114,339538,
AL,2020-08-28,1741,1741,1741,82.16,82.16,82.16,2119,2119,2119,2107,842678,122185,956401,
AR,2020-08-28,875,860,889,66.6,63.33,69.86,1314,1295,1332,756,638472,59583,698055,
AZ,2020-08-28,1251,1229,1273,56.26,52.93,59.6,2003,1981,2026,4978,983419,200658,1729437,
CA,2020-08-28,6265,6263,6267,68.72,68.54,68.9,9117,9108,9126,12690,10321779,688858,11010637,
CO,2020-08-28,919,863,975,53.34,40.89,65.8,1723,1620,1826,1937,642611,56773,985622,
CT,2020-08-28,610,610,610,46.71,46.71,46.71,1306,1306,1306,4465,1075011,52495,1127506,
DC,2020-08-28,415,415,415,73.06,73.06,73.06,568,568,568,605,267698,13851,281549,
DE,2020-08-28,199,199,199,75.38,75.38,75.38,264,264,264,604,213958,17083,331841,
FL,2020-08-28,5392,5390,5394,78.36,78.26,78.46,6881,6879,6883,11099,3931871,609074,6215891,
GA,2020-08-28,2402,2293,2511,77.93,66.73,89.14,3157,3013,3301,5471,2021612,265372,2286984,
HI,2020-08-28,187,187,187,63.18,63.18,63.18,296,296,296,55,180587,7566,241485,
IA,2020-08-28,622,622,622,65.82,65.82,65.82,945,944,946,1095,546188,60971,607159,
ID,2020-08-28,278,276,279,56.86,56.3,57.43,488,488,488,343,218065,31122,246906,
IL,2020-08-28,2625,2614,2637,53.93,53.16,54.7,4854,4834,4874,8206,3694822,231185,3926007,
IN,2020-08-28,1724,1700,1747,63.48,60.67,66.29,2715,2685,2745,3277,952736,91313,1496996,
KS,2020-08-28,624,556,692,63.27,42.45,84.09,986,915,1057,443,362099,41048,403147,
KY,2020-08-28,1394,1379,1409,79.66,76.92,82.39,1750,1731,1769,918,753947,46757,800704,
LA,2020-08-28,1580,1576,1584,65.4,64.95,65.84,2416,2413,2418,4904,1682235,146944,1829179,
MA,2020-08-28,1195,1195,1195,51.55,51.55,51.55,2318,2312,2324,9023,1555664,127584,2290752,
MD,2020-08-28,1104,1104,1104,69.83,69.83,69.83,1581,1581,1581,3736,1184606,106664,1868927,
ME,2020-08-28,256,255,257,68.09,67.36,68.81,376,375,377,132,246737,4436,251173,
MI,2020-08-28,2334,2331,2337,73.08,72.75,73.4,3194,3183,3205,6712,2572738,111136,2683874,
MN,2020-08-28,1050,1009,1090,72.83,64.54,81.12,1441,1399,1483,1859,1028470,73240,1443344,
MO,2020-08-28,1795,1790,1800,65.2,64.69,65.71,2753,2748,2758,1464,873641,80992,1258585,
MS,2020-08-28,729,729,729,72.39,72.04,72.75,1007,1005,1009,2413,481588,81294,562882,
MT,2020-08-28,138,138,138,51.81,49.24,54.38,232,227,236,100,235812,7063,242875,
NC,2020-08-28,1903,1899,1907,74.32,73.81,74.84,2560,2555,2566,2652,2020400,162491,2182891,
ND,2020-08-28,156,156,156,44.96,44.96,44.96,347,347,347,143,186886,11083,443180,
NE,2020-08-28,594,593,595,63.82,63.09,64.55,931,927,935,391,319318,33101,462924,
NH,2020-08-28,177,177,177,50.72,50.72,50.72,349,349,349,432,198941,7216,319071,
NJ,2020-08-28,1329,1302,1356,80.59,69.21,91.97,1649,1497,1801,15932,2558223,194326,2752549,
NM,2020-08-28,346,325,367,63.93,49.34,78.51,541,503,579,767,722235,25042,747277,
NV,2020-08-28,814,813,814,72.83,72.83,72.83,1117,1117,1117,1287,520699,67852,820159,
NY,2020-08-28,4923,4702,5145,60.48,50.93,70.03,8134,7794,8474,25312,7570130,432767,8002897,
OH,2020-08-28,2971,2969,2973,67.66,66.93,68.39,4391,4372,4410,4105,2083868,120124,2203992,
OK,2020-08-28,824,815,832,62.7,60.65,64.74,1314,1301,1327,786,799520,56260,855780,
OR,2020-08-28,568,568,568,64.53,52.63,76.43,876,811,940,438,512955,25761,830475,
PA,2020-08-28,3503,3405,3601,76.87,69.89,83.85,4516,4389,4643,7655,1488835,131991,1620826,
RI,2020-08-28,214,214,214,86.29,86.29,86.29,248,248,248,1046,245108,21683,504904,
SC,2020-08-28,1095,1095,1095,74.95,74.95,74.95,1461,1461,1461,2655,810558,115951,926509,
SD,2020-08-28,154,153,155,53.47,51.37,55.58,288,284,292,165,130423,12517,142940,
TN,2020-08-28,2123,2122,2124,73.33,73.33,73.33,2952,2952,2952,1701,2004689,150815,2155504,
TX,2020-08-28,6265,6194,6336,81.42,80.36,82.48,7696,7606,7785,12266,4802371,601768,5404139,
UT,2020-08-28,563,561,565,55.25,54.14,56.36,1019,1013,1025,407,596635,50948,805707,
VA,2020-08-28,1453,1354,1553,71.3,55.86,86.75,2047,1919,2175,2550,1421698,117592,1539290,
VT,2020-08-28,34,-24,93,62.98,47.58,78.38,55,-22,131,58,123730,1589,172016,
WA,2020-08-28,1140,1119,1162,67.72,63.21,72.23,1185,1183,1187,1890,1333041,75123,1408164,
WI,2020-08-28,998,995,1001,51.51,50.8,52.21,1938,1931,1945,1121,1156807,78868,1699431,
WV,2020-08-28,580,580,580,72.96,72.96,72.96,795,795,795,202,409757,9824,419581,
WY,2020-08-28,59,52,66,51,29.48,72.53,116,105,127,37,71473,3763,118487,
AK,2020-08-29,128,128,128,49.22,49.22,49.22,258,256,260,37,340488,5207,345695,
AL,2020-08-29,1758,1755,1760,82.94,82.5,83.38,2119,2115,2123,2152,851929,123889,967213,
AR,2020-08-29,871,803,938,66.03,48.68,83.39,1318,1221,1415,772,646592,60378,706970,
AZ,2020-08-29,1205,1165,1244,53.26,45.98,60.54,2005,1938,2072,5007,991089,201287,1743437,
CA,2020-08-29,6118,6041,6196,67.61,64.82,70.4,9050,8948,9152,12834,10415791,693839,11109630,
CO,2020-08-29,887,832,942,51.42,39.23,63.62,1725,1624,1826,1944,648168,57041,994951,
CT,2020-08-29,585,585,585,44.79,44.79,44.79,1306,1306,1306,4465,1075011,52495,1127506,
DC,2020-08-29,429,429,429,73.46,73.46,73.46,584,584,584,605,271831,13925,285756,
DE,2020-08-29,185,185,185,69.81,69.81,69.81,265,265,265,604,215535,17349,336560,
FL,2020-08-29,5067,5067,5067,76.9,76.9,76.9,6589,6589,6589,11249,3956208,612206,6278817,
GA,2020-08-29,2412,2304,2519,78.55,67.44,89.66,3145,3003,3287,5576,2044421,267758,2312179,
HI,2020-08-29,188,188,188,64.38,64.38,64.38,292,292,292,59,183080,7830,246067,
IA,2020-08-29,610,610,610,64.41,64.41,64.41,947,936,958,1108,550830,61749,612579,
ID,2020-08-29,261,260,262,53.55,53.05,54.05,488,488,488,353,219666,31384,248754,
IL,2020-08-29,2537,2518,2556,52.81,51.26,54.36,4795,4759,4831,8217,3741726,233065,3974791,
IN,2020-08-29,1637,1545,1729,60.16,49.14,71.18,2721,2603,2839,3285,963359,92434,1517663,
KS,2020-08-29,615,547,682,62.38,41.72,83.04,985,915,1056,443,362099,41048,403147,
KY,2020-08-29,1398,1377,1420,80.74,76.76,84.73,1732,1704,1760,921,764012,47577,811589,
LA,2020-08-29,1596,1572,1621,64.45,61.75,67.16,2477,2460,2494,4904,1682235,146944,1829179,
MA,2020-08-29,1193,1193,1193,51.51,51.01,52.01,2316,2308,2324,9036,1579125,128030,2339669,
MD,2020-08-29,1082,985,1180,68.61,49.33,87.89,1578,1461,1694,3746,1197189,107294,1894410,
ME,2020-08-29,254,241,267,66.93,54.24,79.62,380,358,402,132,250869,4489,255358,
MI,2020-08-29,2288,2281,2295,72.28,71.6,72.96,3166,3153,3179,6712,2572738,111136,2683874,
MN,2020-08-29,1038,1034,1043,71.76,70.21,73.31,1447,1436,1458,1863,1036880,74257,1460381,
MO,2020-08-29,1790,1783,1796,64.7,64.05,65.35,2766,2760,2772,1496,883136,82190,1271859,
MS,2020-08-29,713,697,728,71.55,66.54,76.56,996,976,1016,2427,486488,82029,568517,
MT,2020-08-29,172,159,185,64.37,42.38,86.37,236,211,261,104,238130,7251,245381,
NC,2020-08-29,1876,1870,1881,73.38,72.78,73.97,2556,2551,2561,2683,2053073,165076,2218149,
ND,2020-08-29,157,157,157,45.24,45.24,45.24,347,347,347,145,188263,11455,450858,
NE,2020-08-29,588,560,615,62.71,53.28,72.14,937,903,972,392,321782,33436,467256,
NH,2020-08-29,166,166,166,47.7,47.7,47.7,348,348,348,432,200094,7246,321864,
NJ,2020-08-29,1281,1275,1287,50.43,43.66,57.21,2540,2419,2661,15935,2616427,194719,2811146,
NM,2020-08-29,341,321,361,61.92,48.44,75.4,550,514,587,769,727344,25178,752522,
NV,2020-08-29,801,800,802,73.08,72.98,73.19,1096,1096,1096,1302,524060,68461,825850,
NY,2020-08-29,4817,4600,5035,59.12,49.72,68.52,8142,7807,8477,25319,7663368,433402,8096770,
OH,2020-08-29,2935,2932,2938,66.96,66.24,67.69,4383,4364,4402,4126,2115965,121340,2237305,
OK,2020-08-29,824,814,835,62.63,60.38,64.88,1316,1304,1328,797,806545,57353,863898,
OR,2020-08-29,551,538,565,62.68,49.59,75.77,875,806,944,447,517813,26054,838790,
PA,2020-08-29,3369,3351,3388,74.27,72.83,75.7,4496,4467,4525,7671,1504108,132834,1636942,
RI,2020-08-29,208,208,208,84.55,84.55,84.55,246,246,246,1047,248354,21857,515142,
SC,2020-08-29,1071,1071,1071,73.91,73.91,73.91,1449,1449,1449,2698,818374,117249,935623,
SD,2020-08-29,149,148,150,51.56,48.92,54.21,288,283,293,167,131564,12942,144506,
TN,2020-08-29,2047,2046,2048,70.32,70.32,70.32,2968,2968,2968,1725,2024725,152280,2177005,
TX,2020-08-29,6339,6261,6416,81.15,79.55,82.75,7812,7715,7909,12420,4838682,606530,5445212,
UT,2020-08-29,566,564,568,55.47,54.78,56.16,1020,1017,1023,407,601013,51406,812895,
VA,2020-08-29,1430,1311,1550,69.71,50.93,88.49,2062,1904,2219,2568,1436678,118809,1555487,
VT,2020-08-29,36,-23,95,64.25,27.41,101.1,56,-21,133,58,127063,1601,176934,
WA,2020-08-29,1095,1056,1134,67.04,56.51,77.57,1165,1117,1213,1905,1348115,75656,1423771,
WI,2020-08-29,953,937,969,49.9,46.66,53.14,1910,1881,1939,1127,1164740,79730,1715293,
WV,2020-08-29,575,575,575,72.33,72.33,72.33,795,795,795,212,416290,9967,426257,
WY,2020-08-29,57,48,65,51.61,23.46,79.75,110,96,124,37,71473,3784,118754,
AK,2020-08-30,117,117,117,44.96,44.96,44.96,258,256,260,37,341589,5250,346839,
AL,2020-08-30,1721,1721,1721,81.41,81.41,81.41,2114,2114,2114,2162,855827,125235,972283,
AR,2020-08-30,830,796,863,63.08,56.63,69.53,1314,1302,1326,784,651831,60856,712687,
AZ,2020-08-30,1186,1152,1219,52.97,46.4,59.55,1989,1926,2052,5030,997780,201661,1749788,
CA,2020-08-30,5952,5948,5957,66.23,65.83,66.63,8988,8966,9009,12905,10531920,699909,11231829,
CO,2020-08-30,869,824,914,50.35,40.31,60.39,1726,1642,1810,1944,652673,57223,1002802,
CT,2020-08-30,570,570,570,43.95,43.95,43.95,1297,1297,1297,4465,1075011,52495,1127506,
DC,2020-08-30,404,404,404,65.91,65.91,65.91,613,613,613,606,274130,13959,288089,
DE,2020-08-30,190,190,190,71.7,71.7,71.7,265,265,265,604,217318,17343,340783,
FL,2020-08-30,4972,4887,5058,74.29,69.88,78.69,6694,6566,6821,11263,3978022,614753,6330707,
GA,2020-08-30,2368,2263,2474,77.16,66.18,88.15,3144,3003,3285,5604,2058517,268973,2327490,
HI,2020-08-30,182,182,182,62.54,62.54,62.54,291,291,291,62,185796,8139,251377,
IA,2020-08-30,608,608,608,64.2,64.2,64.2,947,947,947,1113,554375,62720,617095,
ID,2020-08-30,264,261,268,53.69,51.57,55.81,492,489,495,358,222648,31677,252022,
IL,2020-08-30,2500,2481,2519,51.91,50.5,53.33,4796,4763,4829,8228,3783427,235057,4018484,
IN,2020-08-30,1639,1523,1755,59.12,45.47,72.78,2772,2624,2920,3291,972043,93313,1524731,
KS,2020-08-30,598,586,609,60.74,56.65,64.84,984,966,1001,443,362099,41048,403147,
KY,2020-08-30,1366,1295,1436,78.84,66.65,91.03,1732,1654,1810,930,763557,48032,811589,
LA,2020-08-30,1595,1581,1609,65.96,63.93,67.99,2417,2396,2439,4931,1720883,148568,1869451,
MA,2020-08-30,1167,1167,1167,50.35,50.35,50.35,2318,2312,2324,9049,1595545,128229,2372564,
MD,2020-08-30,1059,1056,1061,69.24,68.65,69.83,1529,1525,1533,3752,1211447,107791,1919515,
ME,2020-08-30,240,227,253,63.24,50.56,75.91,379,357,401,132,255149,4512,259661,
MI,2020-08-30,2264,2246,2282,70.78,68.93,72.63,3198,3172,3224,6748,2632268,112526,2744794,
MN,2020-08-30,1022,1017,1027,70.22,68.69,71.75,1455,1444,1466,1865,1046882,75189,1478432,
MO,2020-08-30,1755,1750,1760,63.38,62.87,63.89,2769,2764,2774,1508,890582,83655,1283056,
MS,2020-08-30,699,671,726,69.85,61.15,78.55,1000,966,1034,2441,486488,82676,569164,
MT,2020-08-30,167,154,180,62.8,40.83,84.77,236,210,261,104,239321,7340,246661,
NC,2020-08-30,1815,1809,1821,71.18,70.36,71.99,2550,2542,2558,2692,2077146,166127,2243273,
ND,2020-08-30,146,146,146,42.2,31.95,52.44,346,319,373,145,188263,11676,454409,
NE,2020-08-30,576,548,604,61.52,51.97,71.06,936,902,971,392,324192,33753,471498,
NH,2020-08-30,156,156,156,44.83,44.83,44.83,348,348,348,432,202041,7254,325575,
NJ,2020-08-30,1229,1228,1230,48.5,42.06,54.94,2534,2417,2651,15939,2644723,195033,2839756,
NM,2020-08-30,300,281,320,54.5,41.74,67.25,551,517,585,770,731650,25283,756933,
NV,2020-08-30,806,806,807,72.4,72.4,72.4,1114,1114,1114,1302,526777,68908,829352,
NY,2020-08-30,4723,4515,4930,58.21,49.19,67.22,8107,7787,8427,25327,7762692,434100,8196792,
